pe_ref_in_enseigne,pe_id,p_id_cat
41444,896372,1318E
41483,896373,1292E
41519,896374,477D
41688,896375,2138E
42050,896376,1888E
42095,896377,127D
42420,896378,1103E
42884,896382,
42883,896383,
42882,896384,
42496,896385,302D
42507,896386,177D
42877,896387,1417E
42878,896388,1417E
42880,896389,
42881,896390,
42453,896396,
42681,896397,1490E
42693,896398,
42764,896399,
43049,896400,
43058,896401,606D
43133,896402,
43231,896403,587E
43281,896404,2546F
42300,896569,1471E
42303,896570,1364E
37125,896687,133D
39745,896688,510F
41518,896689,477D
41815,896690,208E
41860,896691,
41913,896692,1908E
42000,896693,1909E
42093,896694,4499F
42138,896695,
42162,896696,1908E
42204,896697,1295E
42236,896698,234D
42245,896699,2033E
42336,896700,251D
42341,896701,2110E
42352,896702,4370F
42353,896703,301D
42509,896704,2032E
42759,896705,1527E
42974,896706,132D
43064,896707,3888F
42215,896760,1304E
42214,896761,1304E
42106,896762,191D
42122,896763,1304E
42045,896764,194E
42044,896765,194E
42034,896766,215E
41848,896767,
41837,896768,
41800,896769,99D
40819,896780,1340E
40828,896781,
41438,896782,3132F
41464,896783,
41468,896784,1103E
43229,896821,4389F
5946,896822,
42975,896823,
43000,896824,
43048,896825,238D
43119,896826,
43230,896827,4385F
42994,896892,3306F
42792,896893,1502E
41759,896894,232D
41788,896895,
41807,896896,99D
41808,896897,1547E
41822,896898,3306F
41838,896899,
42091,896900,4292F
42209,896901,14D
42213,896902,14D
42270,896903,304D
42289,896904,1360E
42307,896905,139E
42458,896906,
42791,896907,1502E
41306,896929,555D
40285,897022,151D
37266,897023,
26751,897061,
21206,897062,354D
15699,897101,297D
42568,897148,3373F
42569,897149,1447E
42571,897150,348D
42572,897151,347D
41654,897157,55D
41655,897158,55D
42141,897159,1597E
42323,897163,139E
42043,897165,1352E
42575,897167,670F
43286,897349,
43020,897350,
42972,897351,621F
42971,897352,621F
42662,897353,588D
42591,897354,1427E
42574,897355,670F
42495,897356,215E
42350,897357,2112E
42349,897358,2112E
42256,897359,3966F
42253,897380,3966F
42188,897381,1502E
42197,897382,1471E
42092,897399,4499F
41490,897420,
41396,897424,416D
41231,897452,2015E
13621,897506,9F
42508,897686,4458F
42663,897704,2091E
42847,897716,511F
42677,897717,511D
42678,897718,511D
43246,897735,3502F
43331,897736,4087F
43007,897737,
42788,897738,1492E
42593,897739,304D
42592,897740,304D
41733,897741,
42250,897742,3966F
42251,897743,3966F
42254,897744,3966F
42258,897745,3966F
42260,897746,3966F
42337,897747,301D
42423,897748,3016F
42448,897749,3409F
42517,897750,37D
42521,897751,37D
42631,897752,87D
42799,897753,151D
43019,897754,
4897,897755,4120F
42279,897756,295D
42283,897757,238D
42310,897758,1883E
42332,897759,294D
42485,897760,4294F
42333,897761,297D
42278,897762,289D
42277,897763,12F
42275,897764,
42273,897765,304D
42272,897766,304D
42271,897767,276D
42269,897768,304D
42266,897769,528F
42265,897770,281D
42234,897771,296D
41328,897806,3D
41488,897807,1941E
42189,897808,
42193,897809,251D
42217,897810,
42220,897811,271D
42222,897812,4499F
42232,897813,
41076,897924,667F
39746,898032,328D
41858,898120,660E
3638,898122,1495E
42563,898129,4481F
42562,898130,255D
41421,898134,1998E
41418,898141,1554E
42527,898183,2003E
42530,898184,2003E
20926,898186,510D
42535,898187,2003E
42522,898190,1320E
42524,898191,1320E
41830,898199,295D
41832,898200,295D
42039,898203,95D
40358,898223,1322E
43195,898231,181D
43197,898232,181D
42492,898234,301D
42494,898236,191E
42636,898241,1431E
22424,898243,85D
27682,898244,85D
42021,898245,85D
42022,898246,85D
42023,898247,85D
41528,898248,1493E
42577,898249,360E
42578,898250,357E
42545,898253,247D
43294,898367,
43311,898368,4082F
43335,898369,4386F
42864,898382,26D
42863,898383,
42826,898384,237F
42766,898385,
42765,898386,
42757,898387,1525E
42666,898388,55D
42630,898389,
42286,898390,297D
42284,898410,300D
42231,898411,304D
42221,898412,
41919,898413,
41869,898414,
41801,898415,
43336,898494,
39513,898534,
41461,898535,1303E
42013,898536,2104E
42015,898537,2104E
42017,898538,2104E
42020,898539,85D
42127,898540,360E
42129,898541,360E
42523,898542,1320E
42529,898543,2003E
42533,898544,1800E
42534,898545,1800E
42594,898546,304D
42640,898547,3427F
42641,898548,3427F
42642,898549,3427F
42643,898550,3427F
42725,898551,304D
42803,898552,3016F
43059,898553,3888F
43060,898554,3893F
43067,898555,2012E
43071,898556,3888F
43074,898557,3888F
43079,898558,3888F
43080,898559,3888F
43087,898560,
43094,898561,548D
43283,898562,304D
43312,898563,275D
43322,898564,1913E
42789,898613,1492E
42790,898614,1492E
40176,898651,1353E
41420,898652,277D
42761,898657,1492E
39900,898662,202D
42547,898668,276D
42520,898669,37D
42340,898670,2110E
41861,898671,
41744,898672,
41603,898673,135D
41602,898674,135D
41517,898675,1322E
41271,898676,
41268,898677,3391F
39872,898684,347D
39871,898685,347D
39870,898686,348D
19505,898687,87D
41417,898786,1554E
43234,898787,120D
41446,898821,1498E
42651,898822,2003E
42802,898823,3016F
43235,898824,120D
41805,898877,1432E
39560,898988,145E
41954,899000,4151F
43304,899001,1914E
42740,899006,236D
40820,899041,203D
40821,899042,213D
43196,899046,181D
40818,899051,1879E
39919,899093,276D
41176,899094,225D
41925,899095,
42330,899096,5E
42437,899097,1345E
42821,899098,1306E
43247,899099,205E
42639,899198,3271F
41266,899200,1432E
20563,899204,3935F
41470,899228,1471E
42657,899246,510D
42675,899247,55D
41884,899382,
43237,899390,
43293,899391,
43372,899392,
43373,899393,
43377,899394,
43236,899414,
42997,899415,
42730,899416,289D
42629,899417,1432E
42430,899418,1548E
41232,899419,1840E
40967,899420,
39514,899421,9F
41269,899621,3391F
41596,899623,1432E
42938,899659,3E
42800,899680,4155F
42491,899699,301D
42948,899703,4147F
42947,899704,4145F
42580,899709,1876E
41984,899729,648E
42673,899736,55D
42656,899737,510D
42672,899738,55D
42528,899751,2003E
40661,899775,438D
42526,899777,2003E
42525,899778,1790E
42664,899782,55D
41474,899788,934E
42011,899806,288D
42853,899822,202D
42855,899823,202D
42848,899846,1353E
21110,899850,4080F
26288,899862,3306F
42851,899865,202D
42852,899866,347D
42854,899867,202D
42832,899943,1891E
42833,899944,2047E
42834,899945,1891E
42993,899946,2158E
43013,899947,208E
43014,899948,208E
43045,899949,
43046,899950,
43047,899951,
43371,899952,
43376,899953,
41278,900186,
41410,900187,306D
41414,900188,661E
42288,900189,1365E
42531,900190,2003E
42653,900191,55D
42654,900192,510D
42658,900193,511D
42659,900194,55D
42668,900195,55D
42670,900196,55D
42849,900197,95D
43107,900198,348D
43274,900199,1494E
43275,900200,1494E
43384,900201,301D
43385,900202,
43375,900257,
43291,900258,55D
43024,900259,
43022,900260,
43023,900261,
42945,900262,1432E
42944,900263,1432E
42831,900266,1891E
42805,900274,1303E
42771,900275,
42768,900276,
42767,900277,
42691,900278,4636F
42857,900279,202D
42801,900280,3016F
42661,900281,55D
42660,900282,55D
42573,900283,154D
41785,900284,1345E
41763,900285,4020F
41762,900286,4014F
41761,900287,4020F
41728,900288,4020F
41425,900289,4637F
41427,900290,665E
41423,900291,3893F
42648,900292,
42443,900293,1345E
42432,900294,1548E
42429,900295,1548E
42431,900296,1548E
42326,900297,139E
41598,900298,1432E
41413,900299,1364E
41409,900300,300D
41408,900301,300D
41311,900302,4487F
41309,900303,4487F
41192,900304,
40329,900305,242E
28028,900306,""
39507,900453,
41402,900523,588D
41404,900524,584D
41406,900525,586D
41412,900526,276D
42903,900527,222D
42904,900528,
42905,900529,
43103,900530,669F
43104,900531,669F
43105,900532,669F
43106,900533,669F
43276,900534,1487E
43389,900535,120D
41395,900607,416D
43407,900816,2037E
43392,900857,4107F
4960,900925,664E
43123,900945,4040F
41325,900967,1471E
42671,900979,55D
41575,901000,2015E
42742,901018,4042F
43409,901231,
43410,901232,
43408,901353,
43391,901354,296D
43292,901355,
42943,901356,200E
42637,901357,620F
42556,901358,
41983,901359,2059E
41787,901360,1345E
41578,901361,552D
41344,901374,4139F
41295,901441,1841E
41305,901442,1841E
42754,901443,
42804,901444,1303E
42928,901445,
41326,901446,1471E
43306,901676,4065F
43307,901677,4065F
42746,901706,347D
41416,901758,1545E
43323,901815,658E
43327,901816,663E
43305,901821,4066F
42564,901825,1858E
41419,901856,3966F
41433,901857,3966F
42856,901859,347D
42850,901865,202D
43324,901887,4064F
42717,901896,1876E
41445,901982,270D
42741,901983,280D
43025,901984,
43026,901985,
43027,901986,
43029,901987,
43030,901988,
43232,901989,246D
43233,901990,246D
43325,901991,4064F
43326,901992,663E
41270,902356,3369F
41678,902357,55D
41764,902358,202D
41765,902359,202D
41932,902360,4019F
42718,902361,1876E
42772,902362,
42773,902363,
42822,902364,934E
43096,902365,251D
43097,902366,251D
43098,902367,247D
43099,902368,253D
43100,902369,253D
43108,902370,4078F
43109,902371,4175F
43110,902372,4078F
43111,902373,4175F
43112,902374,4078F
43388,902375,301D
43420,902376,
39036,902613,
42624,902614,3502F
42689,902615,351D
42781,902616,
42782,902617,
42783,902618,
42785,902619,
42906,902620,
43101,902621,253D
43439,902622,
13439,902656,251D
40835,902793,2034F
43422,902925,
43374,902926,
43150,902927,1324E
43141,902928,
43041,902929,
43040,902930,
43038,902931,
42865,902944,
43028,902945,
42667,903066,477D
42567,903067,162D
42471,903068,1739F
42470,903069,4443F
42424,903070,3016F
22178,903071,
41656,903072,55D
19709,903297,123D
42869,903320,1891E
20075,903326,291D
36150,903557,
40071,903558,
42425,903559,30D
42497,903560,1662E
42500,903561,1656E
42501,903562,1659E
42683,903563,351D
42687,903564,272D
43511,903603,348D
43417,903604,
43418,903605,
43419,903606,
43510,903607,347D
42690,903610,351D
42698,903611,272D
42701,903612,272D
42702,903613,276D
42704,903614,276D
42706,903615,304D
42868,903616,1103E
43148,903617,1324E
43370,903618,
43386,903619,304D
43390,903620,296D
42798,903668,151D
41782,903691,220D
42866,903695,1891E
40357,903696,1322E
41574,903701,2015E
43515,903793,
43512,903794,
43509,903795,272D
43441,903796,
43423,903797,
43056,903798,
43055,903799,
43053,903800,
43052,903801,
43050,903802,
43051,903803,
42824,903873,1475E
42684,903874,272D
42686,903875,351D
42599,903878,
42503,903879,1649E
42502,903880,1649E
42499,903881,1649E
42498,903882,1649E
41756,903883,272D
40360,903884,1322E
40351,903885,1322E
41597,903968,14D
2494,904048,1739F
43118,904049,1740F
26085,904075,4096F
43612,904076,299D
43313,904086,241D
43282,904087,241D
43314,904088,241D
43316,904090,241D
43315,904091,241D
43318,904092,241D
43320,904095,241D
41576,904097,552D
43319,904098,241D
43317,904101,241D
42308,904125,1103E
41612,904148,3132F
41609,904151,3132F
41580,904168,220D
43380,904197,663E
43382,904200,663E
43383,904203,663E
43381,904206,663E
42576,904213,360E
42579,904214,360E
10697,904222,2148E
41630,904572,2138E
41631,904573,
41857,904574,4040F
42555,904575,
42638,904576,620F
42819,904577,3016F
42867,904578,1103E
43070,904579,3888F
43083,904580,3888F
43113,904581,4175F
43241,904582,2117E
43242,904583,2117E
43243,904584,2117E
43277,904585,2030E
43279,904586,2030E
43378,904587,304D
43537,904588,
43548,904589,
43549,904590,
43552,904591,
43556,904592,
43558,904593,
43566,904594,
43569,904595,
43570,904596,
43571,904597,
43572,904598,
43573,904599,
43574,904600,
43575,904601,
43576,904602,
43577,904603,
43578,904604,
43579,904605,
43580,904606,
43581,904607,
43582,904608,
43583,904609,
43584,904610,
43585,904611,
43586,904612,
43613,904613,299D
43614,904614,299D
43615,904615,299D
43616,904616,299D
43619,904617,
43621,904618,138E
43623,904619,
43625,904620,
43626,904621,
43638,904622,
43431,904649,
43114,904650,4078F
43669,904686,
43601,904687,4082F
43587,904688,
43568,904689,
43440,904690,
43433,904691,
43434,904692,
43134,904698,
42519,904699,39D
42016,904700,2104E
41821,904701,270D
18716,904706,298D
23852,904707,
43430,904753,
43427,904754,
43426,904755,
43425,904756,
43117,904757,4078F
43116,904805,4078F
43115,904806,4078F
43062,904807,169D
43102,904808,4078F
43054,904811,
42807,904812,3016F
42727,904813,304D
41611,904814,3132F
41608,904815,3132F
41435,904816,1897E
41511,904817,
40659,904818,
43660,904885,433D
41986,904895,1493E
42679,904898,55D
43657,904974,
43546,904975,4252F
43310,904976,4096F
43244,904977,4202F
43309,904978,4096F
43042,904979,
43039,904980,
43037,904981,
42813,904982,1306E
39713,904983,
43670,905062,
43661,905153,1789E
42426,905157,354D
42747,905168,220D
43697,905210,
43688,905211,3975F
43658,905212,3855F
43650,905213,301D
43415,905214,
43413,905215,
43414,905216,
41629,905789,2138E
41487,905790,1103E
41484,905791,1103E
40371,905792,2034F
42743,905818,225D
43239,905819,
43412,905876,
40370,905977,2033F
42837,906119,1103E
43608,906120,4094F
43609,906121,4094F
43303,906138,4385F
43321,906154,2152E
43341,906155,2151E
42553,906156,1432E
41485,906215,1103E
41486,906216,1103E
43360,906240,620F
42812,906262,1303E
42739,906263,648E
42611,906264,2547F
42110,906265,331D
43699,906461,1324E
43689,906462,194E
43624,906463,
43514,906464,438E
43513,906465,347D
43508,906466,
43507,906467,
43505,906468,
43504,906469,
43329,906470,4087F
43227,906471,14D
43219,906472,199E
42841,906473,1103E
42814,906474,1303E
42107,906484,331D
41878,906485,4008F
40541,906499,1888E
40540,906500,1356E
40539,906501,
40537,906534,1790E
40536,906568,
40542,906587,
21213,906630,1891E
43238,906669,2003E
41591,906670,1103E
41592,906671,1103E
43240,906691,729E
43764,906693,4077F
43765,906694,4075F
43766,906695,4075F
43767,906696,4077F
43308,906719,4085F
41626,906747,4349F
43349,906764,1368E
6790,906765,1368E
41627,906770,4359F
42674,906797,55D
42321,906843,106F
41588,906845,3017F
43726,906855,1481E
43265,906910,1483E
42744,906912,
42745,906913,435E
43330,906917,660E
42949,907000,4128F
42950,907001,4128F
43355,907017,2148E
43137,907040,
43667,907266,
43506,907267,
43393,907268,1432E
43351,907269,1369E
43124,907270,
42839,907271,1471E
42838,907272,1471E
42720,907273,5E
42721,907274,5E
42719,907275,5E
42613,907276,1063E
42612,907277,2546F
42596,907278,120D
42317,907279,3421F
42315,907280,669F
42314,907281,669F
43731,907340,
43727,907341,
43728,907342,
43666,907343,
43663,907344,
43654,907345,
43607,907346,348D
43651,907347,301D
43606,907348,348D
43605,907349,348D
43603,907350,348D
43604,907351,348D
43602,907352,348D
43285,907353,1566E
43140,907354,
42820,907364,1888E
42607,907365,331D
41687,907377,205D
41506,907378,511F
41507,907379,
41583,907505,436E
42604,907511,331D
41586,907755,3016F
41594,907756,1103E
42724,907757,168D
42733,907758,
42735,907759,1494E
42749,907760,
42750,907761,
43085,907762,
43139,907763,
43278,907764,2030E
43280,907765,2030E
43366,907766,4645F
43424,907767,
43435,907768,
43648,907769,
43649,907770,
43652,907771,
43653,907772,
43656,907773,
43659,907774,
43662,907775,
43665,907776,
40535,907944,
40548,907945,
40549,907946,
40647,907947,
42108,907948,
42109,907949,
42729,907950,282D
42815,907951,
43757,907952,
43768,907953,4075F
43641,908113,
42325,908162,2047E
42846,908164,190E
43361,908176,3893F
43363,908177,4636F
43368,908178,3890F
40829,908180,202D
40830,908181,202D
40833,908182,202D
40834,908183,202D
43716,908235,3391F
43364,908328,4636F
43664,908329,
40648,908363,
41240,908364,
42726,908365,304D
42808,908366,1888E
43362,908367,4636F
43617,908448,1350E
42722,908473,1869E
42723,908474,1869E
41976,908479,1871E
41973,908484,3421F
41974,908485,3423F
26139,908495,1351E
40917,908497,113D
42951,908499,4128F
43126,908674,
43478,908675,
43500,908676,
43567,908677,
43610,908678,4073F
43758,908679,
43895,908680,
42840,908730,1888E
41481,908731,1292E
40126,908732,276D
40070,908733,
25137,908883,288D
43350,908899,1368E
41978,908905,437E
12276,908908,432D
42715,908915,4121F
41980,908962,1103E
43695,909096,
43694,909097,
43212,909098,1534E
42999,909099,511F
42716,909160,4121F
42998,909161,3966F
42714,909162,4121F
41981,909163,1103E
41643,909164,477D
41221,909165,
42450,909800,85D
41615,909807,295D
41806,909820,100D
42304,909821,90D
6788,909823,1368E
42748,909878,220D
42755,909906,251D
40988,909953,30D
43995,910092,
43899,910093,665E
42843,910094,1492E
42842,910153,1481E
42532,910154,2003E
42455,910155,154D
41994,910156,120D
41614,910157,288D
43599,910304,285D
43996,910308,247D
43997,910309,247D
26733,910316,4085F
43723,910352,3421F
43698,910363,1320E
41624,910379,4087F
43218,910390,
43755,910487,
43942,910488,
43976,910489,
42711,910512,276D
43724,910528,3423F
43600,910530,285D
43436,910591,
43034,910592,
43033,910593,
43032,910594,
43031,910595,
41657,910596,299D
32813,910597,
41577,910598,777F
43725,910645,3423F
43751,910646,
41621,910799,281D
42440,910802,85D
26406,910807,3410F
41623,910812,4087F
41732,910813,205D
44000,910823,301D
43780,910824,
43926,910825,
43927,910826,
43928,910827,
43999,910828,
43693,910841,
42806,910843,1303E
43367,910844,4636F
42751,910845,
42652,910846,1943E
42451,910848,155D
41993,910863,120D
41504,910864,296D
41619,910865,281D
41463,910866,1939E
41440,910867,
41431,910868,
41389,910869,1446E
41386,910885,
41388,910886,
37835,910887,
40353,911079,1322E
42305,911113,90D
42435,911114,85D
42434,911115,85D
41959,911178,4098F
41961,911179,4098F
41963,911180,4098F
41965,911181,4098F
44060,911182,4133F
44052,911183,1931E
44059,911184,4133F
43121,911186,1866E
42954,911187,4128F
44044,911189,4147F
44046,911190,4145F
44050,911191,4145F
42946,911203,1546E
42793,911207,450E
43220,911208,450E
41992,911215,3966F
42439,911220,1345E
42467,911221,97D
7816,911229,129D
42796,911251,445E
42797,911252,445E
44053,911254,4120F
44054,911255,4120F
42006,911262,3D
43719,911271,3391F
41531,911302,3855F
43251,911307,168D
42963,911310,4127F
42990,911311,4127F
43132,911312,
43143,911313,
43717,911314,3391F
43720,911315,3391F
43748,911316,
43752,911317,
43799,911318,
43981,911319,296D
43985,911320,296D
43990,911321,253D
44039,911322,3966F
44057,911323,3966F
44091,911324,
44092,911325,
44093,911326,
5236,911327,300D
42986,911367,4128F
42959,911368,4127F
42961,911369,4128F
42958,911370,4127F
42956,911371,4127F
42957,911372,4127F
42955,911373,4127F
42952,911374,4127F
42606,911375,331D
42608,911376,
42605,911447,331D
42602,911448,331D
42962,911489,4127F
42004,911490,1303E
41989,911491,1742F
42287,911619,1952E
41999,911620,2028E
41998,911621,352E
41997,911622,352E
44055,911638,4133F
42436,911754,1345E
42795,911755,583E
42960,911756,4128F
44049,911842,4137F
44051,911861,4147F
44047,911862,4121F
44043,911863,
44040,911864,3966F
43930,911865,
43730,911866,
43729,911867,
43692,911868,1432E
43691,911869,3966F
43690,911870,3966F
43334,911871,
43333,911872,
42987,911873,4127F
42989,911874,4127F
12778,912064,3369F
39925,912065,272D
41641,912066,1483E
40954,912067,
41979,912068,354D
41599,912069,138D
42953,912070,4128F
42982,912071,4127F
42983,912072,4127F
42984,912073,4127F
42985,912074,4127F
42991,912075,4127F
43152,912076,1324E
43153,912077,1324E
43154,912078,1324E
43155,912079,1324E
43157,912080,1324E
43628,912081,148D
43629,912082,148D
43630,912083,148D
43631,912084,148D
43632,912085,148D
43668,912086,
44012,912087,276D
44035,912088,
40538,912149,
40683,912150,39D
41432,912151,
41747,912152,
42438,912153,155D
42465,912154,154D
43344,912155,1367E
43345,912156,1369E
43346,912157,1368E
43347,912158,
43589,912159,
43590,912160,4022F
43591,912161,1905E
43592,912162,1904E
43594,912163,4022F
43596,912164,1905E
43777,912165,205D
43844,912166,
43845,912167,
43988,912168,288D
44045,912296,
37363,912513,
41340,912514,1498E
41343,912515,4069F
41347,912516,1480E
41644,912517,4065F
41645,912518,4064F
41953,912519,4064F
42007,912520,1566E
43015,912521,3391F
43129,912522,
43136,912523,
43145,912524,
43332,912525,
43718,912526,3391F
43931,912527,
44090,912528,
44096,912529,3288F
44097,912530,
44098,912531,
17019,912675,288D
25155,912676,1511E
39913,912677,276D
39917,912678,276D
41390,912679,
41458,912680,
42116,912681,241D
42810,912682,1303E
42811,912683,1303E
42827,912684,1883E
42830,912685,1306E
43128,912686,
43156,912687,1324E
43736,912688,
43872,912689,402D
44056,912690,4133F
44099,912691,0
20172,912941,4121F
43938,912942,227D
43127,913239,
43130,913240,
43131,913241,
43144,913242,
43701,913243,1324E
44064,913244,3887F
44065,913245,3887F
44070,913246,3887F
44078,913247,166D
44112,913248,
44212,913249,
44213,913250,
43125,913263,
41982,913264,477D
41972,913265,9F
41971,913266,9F
41970,913267,9F
41741,913268,
41453,913269,
24682,913274,4120F
3845,913275,162D
43737,913328,
41442,913329,
39431,913434,4080F
27313,913473,
39515,913474,64E
39934,913475,4383F
39950,913476,4395F
40492,913498,4087F
39551,913532,3442F
43876,913772,4186F
43883,913773,4220F
19261,913883,2155E
43365,913886,568D
6444,913919,3854F
42133,913921,2003E
42134,913922,2003E
43871,913926,402D
42301,913944,1103E
42561,913977,2172E
44048,914001,4137F
2228,914020,1797E
44016,914039,138D
44298,914076,1481E
44220,914201,304D
44218,914202,291D
44219,914203,291D
43753,914204,
43738,914205,
43734,914206,
43733,914207,
43411,914275,1498E
43429,914352,
44217,914395,291D
43428,914396,
44216,914402,291D
44197,914404,
44137,914418,
44168,914419,2000E
44171,914420,
44309,914774,1488E
44307,914775,1498E
44304,914776,1516E
44303,914777,1483E
43404,914778,205E
41640,914926,3132F
41639,914927,3132F
9063,914947,1493E
44301,914949,1487E
44244,915037,
44198,915038,3855F
44174,915039,510D
44173,915040,510D
44148,915041,
44154,915042,
44147,915043,
44145,915044,
44140,915045,
44141,915046,
44138,915047,
44139,915048,
44136,915049,
44135,915050,
44133,915051,
44015,915052,185D
43924,915053,
43917,915054,3997F
43622,915055,1103E
43149,915056,1324E
41095,915057,
43732,915142,
44170,915143,123D
44172,915144,1369E
44187,915145,
43416,915147,1483E
42921,915148,
42922,915149,
42923,915150,
42924,915151,
42925,915152,
42926,915153,
42927,915154,
44270,915226,168D
44268,915227,276D
44158,915228,
44157,915229,
44100,915230,
44033,915231,
43886,915232,4314F
41633,915233,3132F
41632,915234,1320E
43636,915235,
42787,915236,298D
3663,915237,1493E
42920,915287,
42003,915288,1888E
42002,915352,1888E
43739,915539,
44290,915583,1513E
41987,915591,253D
41988,915592,253D
44278,915625,122D
26216,915638,1367E
41977,915650,445E
42130,915657,2003E
41975,915678,356E
42328,915683,436E
43598,915689,660E
41074,915703,288D
43740,915870,
43756,915871,
41456,915887,
41457,915888,
41459,915889,
41454,915945,
41387,915946,
44214,916052,272D
44215,916054,272D
44302,916100,1488E
43993,916196,291D
43994,916197,288D
44001,916198,
44063,916199,4636F
44066,916200,3887F
44146,916201,
44149,916202,
44150,916203,
42463,916408,1303E
43252,916409,347D
43991,916502,291D
43254,916503,28D
42462,916504,1303E
9080,916954,1484E
43161,916994,431D
43700,917017,1324E
43224,917029,1566E
15307,917039,348D
42570,917060,1379E
42908,917061,
42909,917062,
42910,917063,
42911,917064,
43287,917065,1566E
43770,917066,510D
44079,917067,301D
44238,917068,
44271,917069,
44305,917070,1498E
44372,917071,
8325,917387,4355F
13372,917476,1879E
43395,917495,4351F
43397,917496,4351F
43398,917497,112D
43399,917498,4351F
43403,917499,4351F
43402,917500,4351F
42115,917539,1484E
43258,917585,1541E
42859,917605,1909E
43328,917704,663E
43759,917738,1847E
26363,917759,1350E
43357,917818,1352E
44176,918199,
44159,918274,
44155,918275,
44152,918276,
43803,918277,3997F
43826,918278,328E
43916,918279,3963F
44134,918280,
44143,918281,
43644,918322,
43401,918323,4351F
43400,918328,
38052,918329,568D
42862,918391,4043F
19666,918392,328D
43394,918393,4350F
44364,918511,1831E
43953,918512,
43934,918513,
42069,918514,276D
42068,918515,276D
41562,918671,
12945,918672,
41502,918673,296D
41559,918674,
121,918793,1364E
43257,918796,1541E
19119,918828,777F
19120,918829,4353F
26348,918833,1367E
43933,918834,
25396,918978,4138F
4539,919152,1797E
43245,919228,2155E
43773,919233,1350E
43774,919234,1350E
43158,919257,431D
43159,919258,431D
44433,919451,302D
43828,919453,328E
43827,919454,1867E
43771,919541,510D
41931,919543,4019F
42818,919544,1303E
18584,919620,100D
2245,919624,2091E
42126,919627,2003E
42132,919628,2003E
44182,919629,55D
44191,919630,55D
44193,919631,55D
42114,919643,277D
43823,919644,3997F
22499,919653,289D
15875,919662,1802E
44030,919665,805E
44354,919666,2170E
44396,919667,805E
44437,919668,
4573,919669,477D
43223,919670,445E
43805,919671,
43829,919672,2012E
44402,919811,1480E
43867,919854,55D
43870,919855,55D
43810,919871,3997F
43813,919872,3997F
43809,919873,3997F
43814,919874,3997F
43815,919875,3997F
44473,920523,288D
44463,920524,295D
44123,920525,
44122,920526,
44121,920527,
44120,920528,
44009,920529,
44005,920530,
44003,920531,
44002,920532,
43998,920533,
43746,920534,
43745,920535,
43744,920538,
39164,920539,232D
44194,921481,2100E
43264,921501,450E
26279,921515,1369E
42861,921563,523E
44190,921569,55D
28904,921666,
41571,921667,276D
43908,921668,3964F
43909,921669,3964F
43910,921670,3964F
43940,921671,227D
44395,921672,253D
44465,921673,295D
44570,921674,232D
43593,922603,4022F
44207,922621,4073F
44208,922622,4073F
44289,922623,1501E
43715,922633,511D
44192,922635,55D
43261,922638,1444E
44180,922643,55D
44578,922667,4636F
44470,922668,291D
44401,922669,287D
44400,922670,287D
44399,922671,287D
43812,922672,3964F
44243,922676,
44144,922774,351D
43811,922775,1896E
43808,922776,3964F
43807,922777,3964F
43761,922818,1368E
43762,922819,1368E
43772,922820,1350E
44232,922821,1367E
44233,922822,1351E
44234,922823,1369E
44235,922824,1367E
44236,922825,1369E
44299,922827,1502E
44440,922835,187D
42480,922850,351D
42481,922851,168D
43763,922852,1367E
44156,922853,
44160,922854,
44386,922855,304D
44469,922856,291D
44572,922857,
44589,922858,
6929,922859,269D
43950,923010,
43935,923011,
43949,923012,
14121,923947,300D
43832,923949,4291F
43833,923950,4291F
44350,923957,729E
44352,923961,1495E
5227,923963,1554E
5229,923964,1554E
5228,923968,1554E
8388,923969,1554E
44441,923977,187D
2994,923982,3397F
44585,923990,194E
44588,923991,194E
44181,923994,4633F
44564,923999,
44566,924000,
44586,924001,194E
44587,924002,194E
44593,924003,275D
44563,924025,
44561,924051,
44560,924052,
44500,924053,0
44501,924054,0
44502,924055,
44504,924056,0
44505,924057,
44506,924058,
44507,924059,0
44508,924060,
44509,924061,351D
44510,924062,0
44511,924063,
44512,924064,0
44513,924065,
44515,924066,
44516,924067,351D
44517,924068,0
44518,924069,
44519,924070,0
44520,924071,
44521,924072,
44522,924073,
44523,924074,0
44524,924075,
44525,924076,0
44526,924077,
44527,924078,
44529,924079,
44530,924080,
44531,924081,
44532,924082,
44533,924083,
44534,924084,
44535,924085,
44536,924086,
44538,924087,
44539,924088,
44540,924089,
44541,924090,
44542,924091,
44543,924092,220D
44544,924093,
44545,924094,
44547,924095,
44548,924096,
44550,924097,
44552,924098,
44553,924099,351D
44554,924100,
44555,924101,
44556,924102,146D
44558,924103,
44277,924112,120D
44327,924113,
44499,924124,
44498,924125,
44497,924128,
44496,924129,
44492,924130,
44493,924131,0
44494,924132,0
44562,924133,
44491,924134,
44490,924135,0
44488,924136,
44486,924137,0
44487,924138,3999F
44485,924139,
44455,924140,301D
44456,924141,301D
44483,924142,
44484,924143,
44245,924184,
44167,924185,123D
44125,924186,
44124,924187,
43804,924188,328E
43696,924189,
43262,924190,4157F
25539,924191,445E
24214,924192,3998F
44300,924335,1483E
42128,924404,2003E
42136,924405,2003E
42823,924661,1471E
44383,924718,4206F
44221,924719,288D
43954,924720,226D
43754,924721,
43084,924722,169D
41566,924723,291D
44603,925382,4319F
44310,925390,1491E
44275,925394,120D
44188,925402,511D
44189,925403,55D
17231,925405,675F
42669,925408,55D
43865,925409,510D
44017,925413,147D
44632,925414,1896E
